STRUCTURE,DISTANCE_SER,ENERGY,MET,DISTANCE_MET,TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,VARIANT,TEMPERATURE,DOCKING
resultsDocking_TSPETase_303_C128-f444-s15_PET_dimer_012_mini.yob,2.979,-4.98,YES,2.948,YES,2.827,80.256,gauche,TSPETase,303,012
resultsDocking_DuraPETase_303_C9-f2621-s46_PET_dimer_008_mini.yob,2.979,-4.941,NO,3.717,YES,2.901,47.681,undefined,DuraPETase,303,008
resultsDocking_S214H_315_C286-f6013-s24_PET_dimer_017_mini.yob,2.979,-4.494,YES,3.223,YES,2.843,29.262,undefined,S214H,315,017
resultsDocking_S214H_303_C4-f4765-s32_PET_dimer_004_mini.yob,2.979,-6.416,YES,3.013,YES,2.822,66.62,gauche,S214H,303,004
resultsDocking_DuraPETase_303_C111-f4470-s55_PET_dimer_009_mini.yob,2.979,-5.285,NO,3.636,YES,2.923,35.973,undefined,DuraPETase,303,009
resultsDocking_TSPETase_303_C450-f5925-s14_PET_dimer_014_mini.yob,2.979,-5.554,YES,3.31,YES,2.768,39.233,undefined,TSPETase,303,014
resultsDocking_S214H_315_C7-f1650-s69_PET_dimer_015_mini.yob,2.979,-4.687,YES,3.241,YES,2.856,43.351,undefined,S214H,315,015
resultsDocking_DuraPETase_315_C40-f658-s42_PET_dimer_003_mini.yob,2.979,-5.359,YES,3.359,YES,2.818,1.417,undefined,DuraPETase,315,003
resultsDocking_TSPETase_303_C264-f8048-s20_PET_dimer_004_mini.yob,2.979,-6.47,NO,4.091,YES,2.816,13.856,undefined,TSPETase,303,004
resultsDocking_DuraPETase_315_C13-f1573-s33_PET_dimer_005_mini.yob,2.98,-5.753,YES,3.057,YES,2.977,127.191,undefined,DuraPETase,315,005
resultsDocking_S214H_303_C51-f7921-s52_PET_dimer_010_mini.yob,2.98,-4.712,NO,3.992,YES,2.934,19.365,undefined,S214H,303,010
resultsDocking_TSPETase_303_C39-f3866-s47_PET_dimer_013_mini.yob,2.98,-5.632,YES,3.254,YES,2.87,41.363,undefined,TSPETase,303,013
resultsDocking_DuraPETase_303_C139-f1684-s35_PET_dimer_006_mini.yob,2.98,-6.829,NO,3.449,YES,2.896,43.683,undefined,DuraPETase,303,006
resultsDocking_TSPETase_315_C338-f4613-s14_PET_dimer_001_mini.yob,2.98,-7.004,YES,2.917,YES,2.9,168.526,trans,TSPETase,315,001
resultsDocking_TSPETase_303_C36-f5109-s14_PET_dimer_006_mini.yob,2.98,-5.203,YES,3.018,YES,2.905,52.156,gauche,TSPETase,303,006
resultsDocking_DuraPETase_315_C39-f667-s54_PET_dimer_004_mini.yob,2.98,-5.231,YES,3.379,YES,2.803,39.167,undefined,DuraPETase,315,004
resultsDocking_TSPETase_315_C538-f4917-s23_PET_dimer_008_mini.yob,2.98,-5.73,YES,3.176,YES,2.861,27.814,undefined,TSPETase,315,008
resultsDocking_DuraPETase_315_C43-f411-s56_PET_dimer_010_mini.yob,2.98,-5.92,YES,2.978,YES,2.85,30.322,undefined,DuraPETase,315,010
resultsDocking_TSPETase_303_C132-f8006-s70_PET_dimer_013_mini.yob,2.981,-4.889,NO,3.755,YES,3.023,5.938,undefined,TSPETase,303,013
resultsDocking_DuraPETase_303_C72-f1419-s37_PET_dimer_010_mini.yob,2.981,-4.789,YES,3.314,YES,2.815,47.937,undefined,DuraPETase,303,010
resultsDocking_TSPETase_303_C295-f5245-s34_PET_dimer_006_mini.yob,2.981,-5.209,YES,3.287,YES,2.926,20.767,undefined,TSPETase,303,006
resultsDocking_TSPETase_315_C164-f2304-s19_PET_dimer_019_mini.yob,2.981,-5.342,YES,3.04,YES,2.862,33.905,undefined,TSPETase,315,019
resultsDocking_DuraPETase_303_C176-f5726-s17_PET_dimer_005_mini.yob,2.981,-6.409,YES,3.204,YES,2.813,24.486,undefined,DuraPETase,303,005
resultsDocking_DuraPETase_303_C157-f6716-s32_PET_dimer_007_mini.yob,2.981,-5.078,YES,3.177,YES,2.873,41.41,undefined,DuraPETase,303,007
resultsDocking_DuraPETase_303_C52-f935-s71_PET_dimer_003_mini.yob,2.981,-5.178,NO,3.582,YES,2.844,7.799,undefined,DuraPETase,303,003
resultsDocking_DuraPETase_315_C40-f658-s42_PET_dimer_006_mini.yob,2.981,-5.186,YES,3.308,YES,2.916,19.311,undefined,DuraPETase,315,006
resultsDocking_DuraPETase_303_C153-f789-s22_PET_dimer_005_mini.yob,2.981,-5.431,YES,3.286,YES,2.91,25.591,undefined,DuraPETase,303,005
resultsDocking_DuraPETase_303_C145-f4499-s54_PET_dimer_002_mini.yob,2.982,-7.135,NO,3.815,YES,2.866,35.961,undefined,DuraPETase,303,002
resultsDocking_DuraPETase_303_C124-f4713-s37_PET_dimer_014_mini.yob,2.982,-5.259,YES,3.175,YES,2.85,44.017,undefined,DuraPETase,303,014
resultsDocking_DuraPETase_303_C65-f7502-s36_PET_dimer_015_mini.yob,2.982,-6.011,YES,3.292,YES,2.831,144.989,undefined,DuraPETase,303,015
resultsDocking_DuraPETase_303_C156-f522-s32_PET_dimer_009_mini.yob,2.982,-5.049,NO,3.741,YES,3.002,2.551,undefined,DuraPETase,303,009
resultsDocking_DuraPETase_303_C27-f1183-s49_PET_dimer_011_mini.yob,2.982,-4.931,NO,3.413,YES,2.899,28.413,undefined,DuraPETase,303,011
resultsDocking_TSPETase_303_C267-f9007-s16_PET_dimer_017_mini.yob,2.982,-6.352,YES,3.236,YES,2.892,46.211,undefined,TSPETase,303,017
resultsDocking_TSPETase_315_C314-f1997-s14_PET_dimer_016_mini.yob,2.982,-5.741,YES,2.998,YES,2.886,66.497,gauche,TSPETase,315,016
resultsDocking_TSPETase_303_C83-f7038-s17_PET_dimer_009_mini.yob,2.983,-6.16,NO,3.696,YES,2.866,38.453,undefined,TSPETase,303,009
resultsDocking_TSPETase_315_C280-f2418-s39_PET_dimer_010_mini.yob,2.983,-5.59,YES,2.983,YES,2.884,54.524,gauche,TSPETase,315,010
resultsDocking_TSPETase_303_C130-f7092-s31_PET_dimer_004_mini.yob,2.983,-5.195,NO,3.494,YES,2.859,15.319,undefined,TSPETase,303,004
resultsDocking_TSPETase_303_C266-f5247-s35_PET_dimer_004_mini.yob,2.983,-5.321,YES,3.055,YES,3.004,42.871,undefined,TSPETase,303,004
resultsDocking_WT_315_C361-f3193-s31_PET_dimer_005_mini.yob,2.983,-5.774,NO,3.486,YES,2.944,49.62,undefined,WT,315,005
resultsDocking_DuraPETase_303_C124-f4713-s37_PET_dimer_013_mini.yob,2.983,-5.297,YES,3.139,YES,2.966,178.42,trans,DuraPETase,303,013
resultsDocking_WT_303_C447-f4650-s20_PET_dimer_002_mini.yob,2.983,-5.119,NO,3.507,YES,2.989,33.203,undefined,WT,303,002
resultsDocking_DuraPETase_315_C49-f388-s42_PET_dimer_005_mini.yob,2.983,-5.266,YES,3.164,YES,2.921,10.117,undefined,DuraPETase,315,005
resultsDocking_TSPETase_303_C36-f5109-s14_PET_dimer_012_mini.yob,2.983,-5.061,YES,3.439,YES,2.888,38.018,undefined,TSPETase,303,012
resultsDocking_TSPETase_315_C338-f4613-s14_PET_dimer_017_mini.yob,2.983,-6.555,YES,3.038,YES,2.869,67.001,gauche,TSPETase,315,017
resultsDocking_DuraPETase_315_C16-f2015-s34_PET_dimer_007_mini.yob,2.983,-4.958,YES,3.112,YES,2.906,33.655,undefined,DuraPETase,315,007
resultsDocking_TSPETase_315_C162-f5015-s28_PET_dimer_007_mini.yob,2.984,-5.234,YES,2.88,YES,2.795,52.963,gauche,TSPETase,315,007
resultsDocking_DuraPETase_303_C217-f1149-s18_PET_dimer_008_mini.yob,2.984,-4.687,YES,3.235,YES,2.808,42.548,undefined,DuraPETase,303,008
resultsDocking_TSPETase_315_C103-f339-s28_PET_dimer_003_mini.yob,2.984,-5.463,NO,3.711,YES,2.857,39.121,undefined,TSPETase,315,003
resultsDocking_S214H_315_C10-f8825-s6_PET_dimer_016_mini.yob,2.984,-6.113,YES,3.025,YES,2.908,19.583,undefined,S214H,315,016
resultsDocking_DuraPETase_315_C58-f663-s19_PET_dimer_009_mini.yob,2.984,-5.252,YES,3.139,YES,2.884,46.554,undefined,DuraPETase,315,009
resultsDocking_WT_303_C307-f3842-s34_PET_dimer_013_mini.yob,2.984,-4.725,YES,3.166,YES,2.869,42.498,undefined,WT,303,013
resultsDocking_TSPETase_315_C149-f5317-s19_PET_dimer_005_mini.yob,2.984,-6.302,YES,2.972,YES,2.877,89.667,gauche,TSPETase,315,005
resultsDocking_DuraPETase_315_C24-f1009-s44_PET_dimer_003_mini.yob,2.985,-5.025,YES,3.365,YES,2.933,38.573,undefined,DuraPETase,315,003
resultsDocking_WT_303_C408-f4171-s24_PET_dimer_006_mini.yob,2.985,-4.888,YES,3.003,YES,2.817,79.606,gauche,WT,303,006
resultsDocking_DuraPETase_303_C31-f4423-s46_PET_dimer_007_mini.yob,2.985,-5.306,YES,3.202,YES,2.965,80.787,gauche,DuraPETase,303,007
resultsDocking_S214H_315_C90-f8627-s65_PET_dimer_009_mini.yob,2.985,-5.125,NO,3.768,YES,2.815,14.909,undefined,S214H,315,009
resultsDocking_DuraPETase_315_C47-f669-s57_PET_dimer_001_mini.yob,2.985,-5.45,YES,3.342,YES,2.907,34.376,undefined,DuraPETase,315,001
resultsDocking_TSPETase_303_C257-f7164-s21_PET_dimer_002_mini.yob,2.985,-5.188,YES,3.274,YES,2.915,9.989,undefined,TSPETase,303,002
resultsDocking_WT_315_C363-f3183-s21_PET_dimer_016_mini.yob,2.985,-4.543,YES,3.305,YES,2.831,36.654,undefined,WT,315,016
resultsDocking_TSPETase_315_C345-f4895-s16_PET_dimer_011_mini.yob,2.986,-4.603,NO,3.518,YES,2.838,22.197,undefined,TSPETase,315,011
resultsDocking_DuraPETase_303_C139-f1684-s35_PET_dimer_016_mini.yob,2.986,-6.379,NO,5.724,NO,6.079,29.682,undefined,DuraPETase,303,016
resultsDocking_TSPETase_303_C139-f8977-s30_PET_dimer_014_mini.yob,2.986,-5.238,YES,3.396,YES,2.924,37.369,undefined,TSPETase,303,014
resultsDocking_S214H_303_C84-f2549-s27_PET_dimer_006_mini.yob,2.986,-5.174,YES,3.166,YES,2.879,31.222,undefined,S214H,303,006
resultsDocking_WT_303_C440-f4699-s18_PET_dimer_015_mini.yob,2.986,-6.029,YES,3.348,YES,2.77,27.646,undefined,WT,303,015
resultsDocking_S214H_303_C161-f5600-s44_PET_dimer_013_mini.yob,2.986,-4.789,NO,3.618,YES,2.853,25.703,undefined,S214H,303,013
resultsDocking_S214H_315_C89-f8662-s16_PET_dimer_002_mini.yob,2.986,-5.468,YES,3.316,YES,2.863,13.927,undefined,S214H,315,002
resultsDocking_DuraPETase_303_C170-f3650-s38_PET_dimer_005_mini.yob,2.986,-5.411,YES,2.92,YES,2.963,82.579,gauche,DuraPETase,303,005
resultsDocking_S214H_315_C9-f8614-s36_PET_dimer_012_mini.yob,2.986,-4.534,YES,3.207,YES,2.914,17.338,undefined,S214H,315,012
resultsDocking_DuraPETase_303_C45-f899-s29_PET_dimer_010_mini.yob,2.986,-5.2,NO,3.628,YES,2.911,40.459,undefined,DuraPETase,303,010
resultsDocking_TSPETase_303_C108-f418-s23_PET_dimer_009_mini.yob,2.986,-5.341,YES,3.452,YES,2.815,35.878,undefined,TSPETase,303,009
resultsDocking_WT_303_C9-f1016-s26_PET_dimer_005_mini.yob,2.986,-5.601,YES,3.21,YES,2.87,47.115,undefined,WT,303,005
resultsDocking_TSPETase_303_C130-f7092-s31_PET_dimer_003_mini.yob,2.986,-5.245,YES,3.344,YES,2.801,31.799,undefined,TSPETase,303,003
resultsDocking_WT_303_C444-f4653-s20_PET_dimer_004_mini.yob,2.986,-4.875,NO,3.639,YES,3.068,40.395,undefined,WT,303,004
resultsDocking_DuraPETase_303_C129-f362-s30_PET_dimer_013_mini.yob,2.987,-5.97,YES,3.331,YES,2.948,21.459,undefined,DuraPETase,303,013
resultsDocking_DuraPETase_303_C128-f1355-s31_PET_dimer_014_mini.yob,2.987,-4.66,NO,3.896,YES,2.799,1.941,undefined,DuraPETase,303,014
resultsDocking_WT_303_C9-f1016-s26_PET_dimer_004_mini.yob,2.987,-5.627,YES,3.169,YES,2.901,46.01,undefined,WT,303,004
resultsDocking_TSPETase_315_C344-f5910-s36_PET_dimer_004_mini.yob,2.987,-5.422,NO,3.679,YES,2.811,34.929,undefined,TSPETase,315,004
resultsDocking_S214H_315_C2-f1212-s21_PET_dimer_012_mini.yob,2.987,-4.844,NO,3.551,YES,2.973,44.895,undefined,S214H,315,012
resultsDocking_DuraPETase_303_C143-f2685-s45_PET_dimer_004_mini.yob,2.987,-5.445,NO,3.43,YES,2.875,15.086,undefined,DuraPETase,303,004
resultsDocking_TSPETase_303_C266-f5247-s35_PET_dimer_005_mini.yob,2.987,-5.31,NO,5.025,NO,5.097,16.774,undefined,TSPETase,303,005
resultsDocking_TSPETase_303_C121-f1460-s54_PET_dimer_012_mini.yob,2.987,-6.042,YES,3.223,YES,2.823,43.152,undefined,TSPETase,303,012
resultsDocking_TSPETase_303_C121-f1460-s54_PET_dimer_007_mini.yob,2.987,-6.233,YES,3.344,YES,2.845,28.56,undefined,TSPETase,303,007
resultsDocking_DuraPETase_315_C47-f669-s57_PET_dimer_002_mini.yob,2.987,-5.434,NO,3.469,YES,2.913,35.003,undefined,DuraPETase,315,002
resultsDocking_DuraPETase_303_C133-f732-s16_PET_dimer_016_mini.yob,2.987,-4.699,YES,3.159,YES,2.798,42.966,undefined,DuraPETase,303,016
resultsDocking_DuraPETase_303_C53-f2681-s20_PET_dimer_019_mini.yob,2.987,-5.111,YES,3.368,YES,2.91,24.177,undefined,DuraPETase,303,019
resultsDocking_WT_315_C410-f3302-s28_PET_dimer_001_mini.yob,2.988,-5.159,YES,3.24,YES,2.854,28.063,undefined,WT,315,001
resultsDocking_DuraPETase_303_C13-f310-s46_PET_dimer_003_mini.yob,2.988,-5.464,YES,3.251,YES,2.966,35.912,undefined,DuraPETase,303,003
resultsDocking_WT_315_C363-f3183-s21_PET_dimer_013_mini.yob,2.988,-4.618,YES,3.233,YES,2.818,32.579,undefined,WT,315,013
resultsDocking_TSPETase_315_C163-f5937-s38_PET_dimer_011_mini.yob,2.988,-6.452,YES,3.192,YES,2.874,47.806,undefined,TSPETase,315,011
resultsDocking_DuraPETase_315_C68-f413-s12_PET_dimer_005_mini.yob,2.988,-5.726,YES,3.162,YES,2.883,43.465,undefined,DuraPETase,315,005
resultsDocking_DuraPETase_303_C183-f3628-s32_PET_dimer_002_mini.yob,2.988,-5.481,YES,3.185,YES,2.865,14.823,undefined,DuraPETase,303,002
resultsDocking_S214H_315_C89-f8662-s16_PET_dimer_006_mini.yob,2.988,-5.213,YES,3.282,YES,2.873,41.48,undefined,S214H,315,006
resultsDocking_TSPETase_315_C95-f2441-s25_PET_dimer_011_mini.yob,2.988,-6.276,YES,3.387,YES,2.947,41.891,undefined,TSPETase,315,011
resultsDocking_DuraPETase_303_C162-f1161-s51_PET_dimer_014_mini.yob,2.988,-5.928,YES,3.406,YES,2.811,37.452,undefined,DuraPETase,303,014
resultsDocking_DuraPETase_303_C139-f1684-s35_PET_dimer_005_mini.yob,2.989,-6.855,NO,3.576,YES,2.838,16.142,undefined,DuraPETase,303,005
resultsDocking_DuraPETase_303_C183-f3628-s32_PET_dimer_004_mini.yob,2.989,-5.188,NO,3.976,YES,2.905,5.79,undefined,DuraPETase,303,004
resultsDocking_WT_315_C94-f658-s16_PET_dimer_007_mini.yob,2.989,-5.304,YES,3.222,YES,2.85,32.035,undefined,WT,315,007
resultsDocking_TSPETase_303_C124-f5418-s20_PET_dimer_003_mini.yob,2.989,-5.712,YES,3.199,YES,2.871,21.309,undefined,TSPETase,303,003
resultsDocking_S214H_315_C9-f8614-s36_PET_dimer_007_mini.yob,2.989,-4.747,YES,3.031,YES,2.88,40.464,undefined,S214H,315,007
resultsDocking_WT_315_C410-f3302-s28_PET_dimer_013_mini.yob,2.989,-4.869,NO,3.642,YES,2.825,8.596,undefined,WT,315,013
resultsDocking_TSPETase_303_C262-f7201-s26_PET_dimer_005_mini.yob,2.989,-6.514,NO,3.707,YES,2.797,37.097,undefined,TSPETase,303,005
resultsDocking_S214H_315_C283-f6696-s32_PET_dimer_015_mini.yob,2.989,-4.942,NO,3.675,YES,2.903,110.343,undefined,S214H,315,015
resultsDocking_TSPETase_303_C135-f7107-s48_PET_dimer_017_mini.yob,2.99,-4.907,YES,3.263,YES,2.917,42.104,undefined,TSPETase,303,017
resultsDocking_TSPETase_315_C275-f6628-s27_PET_dimer_006_mini.yob,2.99,-5.373,YES,3.368,YES,2.85,24.18,undefined,TSPETase,315,006
resultsDocking_WT_315_C363-f3183-s21_PET_dimer_018_mini.yob,2.99,-4.484,YES,3.171,YES,2.889,82.722,gauche,WT,315,018
resultsDocking_TSPETase_315_C314-f1997-s14_PET_dimer_010_mini.yob,2.99,-6.011,NO,4.961,NO,6.299,35.258,undefined,TSPETase,315,010
resultsDocking_TSPETase_303_C258-f7180-s19_PET_dimer_016_mini.yob,2.99,-6.119,NO,3.982,YES,3.202,2.049,undefined,TSPETase,303,016
resultsDocking_DuraPETase_303_C64-f6039-s31_PET_dimer_013_mini.yob,2.99,-4.856,NO,3.489,YES,2.8,43.148,undefined,DuraPETase,303,013
resultsDocking_S214H_303_C208-f3684-s59_PET_dimer_009_mini.yob,2.99,-6.597,YES,3.206,YES,2.832,36.76,undefined,S214H,303,009
resultsDocking_TSPETase_303_C133-f9096-s42_PET_dimer_005_mini.yob,2.99,-5.233,YES,3.05,YES,2.945,58.082,gauche,TSPETase,303,005
resultsDocking_DuraPETase_303_C213-f4736-s27_PET_dimer_010_mini.yob,2.99,-5.379,YES,3.342,YES,2.992,86.607,gauche,DuraPETase,303,010
resultsDocking_TSPETase_303_C44-f1317-s33_PET_dimer_013_mini.yob,2.99,-6.378,NO,3.911,YES,2.864,41.591,undefined,TSPETase,303,013
resultsDocking_TSPETase_303_C130-f7092-s31_PET_dimer_014_mini.yob,2.99,-4.876,YES,3.359,YES,2.83,37.998,undefined,TSPETase,303,014
resultsDocking_DuraPETase_315_C36-f1452-s55_PET_dimer_016_mini.yob,2.991,-4.568,YES,3.473,YES,2.808,36.797,undefined,DuraPETase,315,016
resultsDocking_DuraPETase_303_C21-f4262-s31_PET_dimer_010_mini.yob,2.991,-4.879,YES,3.351,YES,2.845,3.956,undefined,DuraPETase,303,010
resultsDocking_TSPETase_315_C179-f4830-s30_PET_dimer_001_mini.yob,2.991,-5.574,NO,3.609,YES,2.836,44.815,undefined,TSPETase,315,001
resultsDocking_TSPETase_303_C259-f7170-s21_PET_dimer_011_mini.yob,2.991,-5.023,YES,3.19,YES,2.943,23.406,undefined,TSPETase,303,011
resultsDocking_DuraPETase_303_C96-f7374-s14_PET_dimer_004_mini.yob,2.991,-5.197,NO,4.081,YES,2.848,43.175,undefined,DuraPETase,303,004
resultsDocking_TSPETase_303_C139-f8977-s30_PET_dimer_009_mini.yob,2.991,-5.494,YES,3.379,YES,2.815,28.056,undefined,TSPETase,303,009
resultsDocking_TSPETase_303_C113-f6109-s40_PET_dimer_008_mini.yob,2.991,-5.261,YES,3.291,YES,2.894,23.186,undefined,TSPETase,303,008
resultsDocking_WT_303_C290-f3876-s18_PET_dimer_014_mini.yob,2.991,-6.37,YES,3.182,YES,2.955,81.601,gauche,WT,303,014
resultsDocking_TSPETase_303_C378-f5997-s16_PET_dimer_016_mini.yob,2.991,-6.344,YES,3.226,YES,2.91,24.755,undefined,TSPETase,303,016
resultsDocking_WT_315_C405-f4610-s17_PET_dimer_010_mini.yob,2.991,-6.429,YES,3.105,YES,2.859,38.726,undefined,WT,315,010
resultsDocking_S214H_315_C9-f8614-s36_PET_dimer_008_mini.yob,2.991,-4.6,NO,3.714,YES,2.887,28.978,undefined,S214H,315,008
resultsDocking_TSPETase_315_C282-f5532-s24_PET_dimer_001_mini.yob,2.991,-6.99,YES,3.099,YES,2.866,73.464,gauche,TSPETase,315,001
resultsDocking_DuraPETase_303_C224-f4894-s21_PET_dimer_015_mini.yob,2.991,-4.695,NO,4.458,YES,2.883,4.144,undefined,DuraPETase,303,015
resultsDocking_S214H_303_C273-f3843-s21_PET_dimer_016_mini.yob,2.991,-5.453,YES,3.059,YES,2.854,28.282,undefined,S214H,303,016
resultsDocking_DuraPETase_315_C64-f1455-s21_PET_dimer_015_mini.yob,2.992,-4.638,NO,4.009,YES,2.82,14.979,undefined,DuraPETase,315,015
resultsDocking_WT_315_C410-f3302-s28_PET_dimer_010_mini.yob,2.992,-4.903,NO,3.943,YES,2.849,9.55,undefined,WT,315,010
resultsDocking_TSPETase_315_C330-f2160-s14_PET_dimer_004_mini.yob,2.992,-6.117,NO,4.132,YES,2.848,13.857,undefined,TSPETase,315,004
resultsDocking_TSPETase_315_C182-f2267-s18_PET_dimer_011_mini.yob,2.992,-5.684,YES,3.101,YES,2.872,36.024,undefined,TSPETase,315,011
resultsDocking_S214H_315_C10-f8825-s6_PET_dimer_012_mini.yob,2.992,-6.258,YES,3.133,YES,2.867,68.677,gauche,S214H,315,012
resultsDocking_TSPETase_303_C116-f3143-s39_PET_dimer_014_mini.yob,2.992,-5.681,YES,3.096,YES,2.907,47.323,undefined,TSPETase,303,014
resultsDocking_TSPETase_303_C138-f9012-s17_PET_dimer_015_mini.yob,2.992,-5.361,YES,3.106,YES,2.976,32.22,undefined,TSPETase,303,015
resultsDocking_TSPETase_315_C166-f4588-s33_PET_dimer_005_mini.yob,2.992,-6.204,YES,2.951,YES,2.899,82.825,gauche,TSPETase,315,005
resultsDocking_DuraPETase_303_C239-f2053-s18_PET_dimer_007_mini.yob,2.992,-5.28,NO,4.108,YES,2.883,36.353,undefined,DuraPETase,303,007
resultsDocking_WT_303_C444-f4653-s20_PET_dimer_016_mini.yob,2.992,-4.633,YES,2.925,YES,2.787,31.403,undefined,WT,303,016
resultsDocking_DuraPETase_303_C155-f1133-s27_PET_dimer_005_mini.yob,2.992,-5.186,NO,3.426,YES,2.823,40.784,undefined,DuraPETase,303,005
resultsDocking_DuraPETase_303_C155-f1133-s27_PET_dimer_010_mini.yob,2.992,-4.748,YES,3.346,YES,2.879,38.955,undefined,DuraPETase,303,010
resultsDocking_WT_303_C335-f3885-s16_PET_dimer_004_mini.yob,2.992,-6.771,YES,3.319,YES,2.939,94.247,undefined,WT,303,004
resultsDocking_DuraPETase_303_C66-f6008-s31_PET_dimer_017_mini.yob,2.992,-4.83,YES,3.465,YES,2.912,44.212,undefined,DuraPETase,303,017
resultsDocking_TSPETase_303_C263-f5955-s49_PET_dimer_002_mini.yob,2.992,-6.184,YES,3.154,YES,3.004,20.598,undefined,TSPETase,303,002
resultsDocking_DuraPETase_303_C183-f3628-s32_PET_dimer_017_mini.yob,2.992,-4.818,NO,4.45,YES,2.893,39.284,undefined,DuraPETase,303,017
resultsDocking_DuraPETase_315_C44-f133-s17_PET_dimer_010_mini.yob,2.993,-5.352,YES,3.334,YES,2.843,33.057,undefined,DuraPETase,315,010
resultsDocking_TSPETase_315_C179-f4830-s30_PET_dimer_015_mini.yob,2.993,-4.794,YES,3.242,YES,2.794,31.85,undefined,TSPETase,315,015
resultsDocking_S214H_303_C25-f4852-s37_PET_dimer_017_mini.yob,2.993,-5.889,YES,3.344,YES,3.121,35.509,undefined,S214H,303,017
resultsDocking_WT_315_C361-f3193-s31_PET_dimer_001_mini.yob,2.993,-5.92,YES,3.169,YES,2.918,48.972,undefined,WT,315,001
resultsDocking_TSPETase_315_C95-f2441-s25_PET_dimer_017_mini.yob,2.993,-6.209,YES,2.956,YES,2.921,35.181,undefined,TSPETase,315,017
resultsDocking_DuraPETase_315_C39-f667-s54_PET_dimer_002_mini.yob,2.993,-5.423,YES,3.368,YES,2.877,46.645,undefined,DuraPETase,315,002
resultsDocking_DuraPETase_303_C13-f310-s46_PET_dimer_008_mini.yob,2.993,-5.221,NO,4.793,NO,3.214,75.017,gauche,DuraPETase,303,008
resultsDocking_TSPETase_303_C259-f7170-s21_PET_dimer_001_mini.yob,2.993,-5.669,YES,3.239,YES,2.905,29.935,undefined,TSPETase,303,001
resultsDocking_TSPETase_315_C346-f7013-s26_PET_dimer_013_mini.yob,2.993,-4.909,YES,3.29,YES,2.878,43.886,undefined,TSPETase,315,013
resultsDocking_DuraPETase_303_C84-f1437-s34_PET_dimer_004_mini.yob,2.993,-6.76,YES,2.966,YES,2.852,172.597,trans,DuraPETase,303,004
resultsDocking_TSPETase_315_C99-f4625-s15_PET_dimer_005_mini.yob,2.994,-6.523,YES,3.171,YES,2.914,29.025,undefined,TSPETase,315,005
resultsDocking_TSPETase_303_C119-f6033-s34_PET_dimer_018_mini.yob,2.994,-6.064,YES,3.076,YES,2.867,31.946,undefined,TSPETase,303,018
resultsDocking_DuraPETase_303_C225-f3247-s25_PET_dimer_017_mini.yob,2.994,-4.731,NO,3.606,YES,2.788,27.407,undefined,DuraPETase,303,017
resultsDocking_DuraPETase_303_C138-f4518-s34_PET_dimer_010_mini.yob,2.994,-5.099,YES,3.288,YES,2.875,36.29,undefined,DuraPETase,303,010
resultsDocking_DuraPETase_315_C13-f1573-s33_PET_dimer_016_mini.yob,2.994,-5.364,YES,3.163,YES,2.894,22.826,undefined,DuraPETase,315,016
resultsDocking_DuraPETase_303_C153-f789-s22_PET_dimer_004_mini.yob,2.994,-5.551,NO,3.463,YES,2.836,18.14,undefined,DuraPETase,303,004
resultsDocking_TSPETase_303_C156-f569-s19_PET_dimer_005_mini.yob,2.994,-5.62,YES,3.209,YES,2.9,11.242,undefined,TSPETase,303,005
resultsDocking_S214H_315_C153-f8596-s10_PET_dimer_018_mini.yob,2.994,-5.008,YES,3.236,YES,2.885,11.286,undefined,S214H,315,018
resultsDocking_TSPETase_315_C184-f5895-s18_PET_dimer_010_mini.yob,2.994,-5.024,NO,4.165,YES,2.904,42.605,undefined,TSPETase,315,010
resultsDocking_DuraPETase_303_C215-f3072-s50_PET_dimer_009_mini.yob,2.994,-5.238,NO,3.658,YES,2.946,49.783,undefined,DuraPETase,303,009
resultsDocking_WT_315_C480-f7101-s14_PET_dimer_012_mini.yob,2.994,-4.591,NO,3.867,YES,2.967,23.867,undefined,WT,315,012
resultsDocking_DuraPETase_303_C159-f2228-s21_PET_dimer_013_mini.yob,2.994,-5.676,YES,3.125,YES,2.864,32.348,undefined,DuraPETase,303,013
resultsDocking_DuraPETase_303_C188-f3417-s23_PET_dimer_014_mini.yob,2.994,-5.555,YES,3.359,YES,2.964,48.789,undefined,DuraPETase,303,014
resultsDocking_TSPETase_315_C187-f2179-s15_PET_dimer_001_mini.yob,2.995,-5.515,NO,4.458,YES,2.87,10.631,undefined,TSPETase,315,001
resultsDocking_DuraPETase_303_C64-f6039-s31_PET_dimer_007_mini.yob,2.995,-4.91,YES,3.204,YES,2.848,29.258,undefined,DuraPETase,303,007
resultsDocking_S214H_315_C79-f3232-s27_PET_dimer_005_mini.yob,2.995,-6.638,YES,3.122,YES,2.873,26.378,undefined,S214H,315,005
resultsDocking_S214H_315_C173-f2179-s22_PET_dimer_009_mini.yob,2.995,-4.757,NO,3.544,YES,2.868,29.258,undefined,S214H,315,009
resultsDocking_S214H_303_C51-f7921-s52_PET_dimer_003_mini.yob,2.995,-4.961,NO,4.075,YES,3.065,4.765,undefined,S214H,303,003
resultsDocking_DuraPETase_303_C124-f4713-s37_PET_dimer_006_mini.yob,2.995,-5.844,NO,3.444,YES,2.943,58.409,gauche,DuraPETase,303,006
